22,21,13,0,
lib_materials:stone,lib_materials:stone_brick,lib_materials:stone_block,lib_materials:stone_cobble,,,,,,lib_ecology:tree_default_wood,
##
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ggggg,ggggg,ggggg,ggggg,X0m00,ggggg,X0m00,ggggg,ddddd,ggggg,ddddd,ggggg,X0m00,ggggg,X0m00,ggggg,ggggg,ggggg,ggggg,ggggg,ggggg,
_____,_____,_____,_____,_____,C0m00,_____,C0m00,_____,C0m00,_____,C0m00,_____,C0m00,_____,C0m00,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,C0S20,_____,C0S20,_____,C0S20,_____,C0S20,_____,C0S20,_____,C0S20,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,TwS00,_____,TwS00,_____,TwS00,_____,TwS00,_____,TwS00,_____,TwS00,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ggggg,ggggg,ggggg,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,ggggg,ggggg,ggggg,ggggg,ggggg,
_____,_____,_____,_____,T0m00,C0m00,C0m00,C0m00,T0m00,C0m00,C0m00,C0m00,T0m00,C0m00,C0m00,C0m00,T0m00,_____,_____,_____,_____,_____,
_____,_____,_____,_____,T0m00,C0m00,_____,C0m00,T0m00,C0m00,_____,C0m00,T0m00,C0m00,_____,C0m00,T0m00,_____,_____,_____,_____,_____,
_____,_____,_____,_____,T0m00,C0m00,_____,C0m00,T0m00,C0m00,_____,C0m00,T0m00,C0m00,_____,C0m00,T0m00,_____,_____,_____,_____,_____,
_____,_____,_____,_____,C0m00,T0m00,C0m00,T0m00,C0m00,T0m00,C0m00,T0m00,C0m00,T0m00,C0m00,T0m00,C0m00,_____,_____,_____,_____,_____,
_____,_____,C0S00,C0S00,W0m00,C0m00,T0m00,C0m00,C0m00,C0m00,T0m00,C0m00,C0m00,C0m00,T0m00,C0m00,W0m00,C0S00,_____,_____,_____,_____,
_____,_____,_____,_____,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ggggg,ggggg,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,C0m00,X0m00,C0m00,X0m00,X0m00,X0m00,X0m00,X0m00,ggggg,ggggg,ggggg,ggggg,
_____,_____,_____,T0m00,_____,_____,_____,_____,_____,_____,C0S01,_____,C0S01,_____,_____,_____,_____,T0m00,_____,_____,_____,_____,
_____,_____,_____,T0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,_____,_____,_____,_____,
_____,_____,_____,T0m00,_____,TwW00,_____,TwW00,_____,TwW00,_____,TwW00,_____,TwW00,_____,TwW00,_____,T0m00,_____,_____,_____,_____,
_____,_____,_____,T0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,W0m00,W0m00,W0m00,T0m00,_____,_____,_____,_____,
_____,_____,_____,T0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,TwF00,W0m00,W0m00,C0S00,_____,_____,_____,
_____,_____,C0S00,C0S00,W0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,C0S00,_____,_____,_____,_____,
_____,_____,_____,_____,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,TwS00,_____,TwS00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0S00,C0S00,C0S00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ddddd,X0m00,X0m00,WlrN0,WlrN0,WlrN0,WlrN0,WlrN0,X0m00,C0m00,X0m00,C0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,ggggg,ggggg,
_____,C0m00,C0m00,C0m00,_____,_____,_____,_____,_____,_____,C0S01,_____,C0S01,W0n00,_____,T0m00,C0m00,C0m00,C0m00,T0m00,_____,_____,
_____,C0S21,C0m00,C0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0n00,_____,T0m00,C0m00,C0m00,C0m00,T0m00,_____,_____,
_____,TwN00,C0m00,C0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0n00,_____,T0m00,C0m00,C0m00,C0m00,T0m00,_____,_____,
_____,_____,C0m00,C0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,W0m00,T0m00,C0m00,C0m00,C0m00,T0m00,_____,_____,
_____,_____,T0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,T0m00,C0m00,T0m00,T0m00,_____,_____,
_____,C0S00,W0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,C0m00,T0m00,C0m00,T0m00,_____,_____,
_____,_____,C0S00,C0S00,W0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,C0m00,T0m00,C0m00,C0m00,_____,_____,
_____,_____,_____,_____,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0m00,T0m00,C0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0m00,T0m00,C0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,_____,T0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,_____,T0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,W0m00,C0m00,W0m00,W0m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,W0m00,W0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0S00,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ggggg,X0m00,X0m00,WlrN0,X0m00,X0m00,X0m00,WlrN0,X0m00,C0m00,X0m00,C0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,ggggg,
_____,_____,T0m00,TwF00,_____,_____,C0S20,_____,_____,_____,_____,_____,_____,_____,C0m00,TwF00,_____,_____,Ld0D1,C0m00,T0m00,_____,
_____,_____,T0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0m00,_____,_____,_____,Ld0D1,C0m00,T0m00,_____,
_____,_____,T0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,TwN00,C0m00,_____,_____,_____,Ld0D1,C0m00,C0m00,TwE00,
_____,_____,T0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,W0m00,W0m00,W0m00,W0m00,Ld0D1,C0m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0m00,TwF00,_____,Ld0D1,T0m00,_____,_____,
_____,_____,T0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0m00,_____,_____,Ld0D1,C0m00,TwE00,_____,
_____,C0S00,W0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,TwN00,C0m00,_____,_____,Ld0D1,C0m00,_____,_____,
_____,_____,C0S00,C0S00,W0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0m00,_____,_____,Ld0D1,C0m00,_____,_____,
_____,_____,_____,_____,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0S00,C0m00,W0m00,W0m00,Ld0D1,C0m00,TwE00,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,TwF00,_____,_____,T0m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,_____,_____,_____,T0m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0S01,W0m00,_____,TwW00,_____,W0m00,C0S03,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,_____,_____,_____,W0m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,_____,W0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0L00,W0m00,W0L00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0S00,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ggggg,X0m00,X0m00,WlrN0,X0m00,X0m00,X0m00,WlrN0,WlrN0,WlrN0,WlrN0,WlrN0,WlrN0,WlrN0,X0m00,X0m00,X0m00,X0m00,X0m00,C0m00,ggggg,
_____,_____,C0m00,_____,_____,C0S21,C0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,C0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0m00,_____,_____,_____,_____,C0m00,T0m00,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,W0m00,W0m00,W0m00,W0m00,W0m00,C0m00,T0m00,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0m00,C0m00,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,_____,_____,
_____,_____,T0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,_____,_____,_____,T0m00,_____,_____,
_____,C0S01,W0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,_____,_____,_____,T0m00,_____,_____,
_____,_____,W0L00,C0S01,W0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,W0m00,W0m00,W0m00,T0m00,_____,_____,
_____,_____,_____,_____,W0L00,W0L00,W0L00,W0L00,W0L00,W0L00,W0L00,W0L00,W0L00,W0L00,W0L00,C0m00,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,TwN00,C0m00,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0S01,C0m00,TwE00,_____,TwN00,C0m00,C0S03,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,_____,_____,_____,W0m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0S01,_____,_____,_____,C0S03,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,_____,W0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0S01,_____,C0S03,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ggggg,X0m00,X0m00,WlrN0,X0m00,X0m00,X0m00,WlrN0,X0m00,C0m00,X0m00,C0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,ggggg,
_____,_____,T0m00,TwF00,_____,_____,C0S22,_____,_____,_____,_____,_____,_____,_____,C0m00,TwF00,_____,_____,TwF00,C0m00,T0m00,_____,
_____,_____,T0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0m00,_____,_____,_____,_____,C0m00,T0m00,_____,
_____,_____,T0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,TwN00,C0m00,_____,_____,_____,_____,C0m00,C0m00,TwE00,
_____,_____,T0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,W0m00,W0m00,W0m00,W0m00,W0m00,C0m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0m00,TwF00,_____,TwF00,T0m00,_____,_____,
_____,_____,T0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0m00,_____,_____,_____,C0m00,TwE00,_____,
_____,C0S02,W0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,TwN00,C0m00,_____,_____,_____,C0m00,_____,_____,
_____,_____,C0S02,C0S02,W0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0m00,_____,_____,_____,C0m00,_____,_____,
_____,_____,_____,_____,C0S02,C0S02,C0S02,C0S02,C0S02,C0S02,C0S02,C0S02,C0S02,C0S02,C0S02,C0m00,W0m00,W0m00,W0m00,C0m00,TwE00,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,TwF00,_____,TwF00,T0m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,_____,_____,_____,T0m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0S01,W0m00,_____,TwS00,_____,W0m00,C0S03,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,_____,_____,_____,W0m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,_____,W0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0L00,W0m00,W0L00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0S02,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,
#
ggggg,ddddd,X0m00,X0m00,WlrN0,WlrN0,WlrN0,WlrN0,WlrN0,X0m00,C0m00,X0m00,C0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,X0m00,ggggg,ggggg,
_____,C0m00,C0m00,C0m00,_____,_____,_____,_____,_____,_____,C0S01,_____,C0S01,W0n00,_____,T0m00,C0m00,C0m00,C0m00,T0m00,_____,_____,
_____,C0S21,C0m00,C0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0n00,_____,T0m00,C0m00,C0m00,C0m00,T0m00,_____,_____,
_____,TwN00,C0m00,C0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0n00,_____,T0m00,C0m00,C0m00,C0m00,T0m00,_____,_____,
_____,_____,C0m00,C0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,W0m00,T0m00,C0m00,C0m00,C0m00,T0m00,_____,_____,
_____,_____,T0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,T0m00,C0m00,T0m00,T0m00,_____,_____,
_____,C0S02,W0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,C0m00,T0m00,C0m00,T0m00,_____,_____,
_____,_____,C0S02,C0S02,W0m00,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,C0m00,T0m00,C0m00,C0m00,_____,_____,
_____,_____,_____,_____,C0S02,C0S02,C0S02,C0S02,C0S02,C0S02,C0S02,C0S02,C0S02,C0S02,C0S02,C0S02,C0m00,T0m00,C0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0m00,T0m00,C0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,_____,T0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,T0m00,_____,T0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,W0m00,C0m00,W0m00,W0m00,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,W0m00,W0m00,W0m00,_____,_____,_____,
_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,_____,C0S02,_____,_____,_____,_____,
